RegionCode,RegionName,CountryCode,CountryName,Year,Sex,SuicideCount,CauseSpecificDeathPercentage,StdDeathRate,DeathRatePer100K,Population,GDP,GDPPerCapita,GNI,GNIPerCapita,InflationRate,EmploymentPopulationRatio
EU,Europe,IRL,Ireland,2013,Male,391,2.61398583,16.07463997,17.19553567,4623816,2.38E+11,51496.96169,2.01E+11,40440,0.508714869,53.453
EU,Europe,IRL,Ireland,2013,Female,96,0.65997525,3.85006535,4.13921776,4623816,2.38E+11,51496.96169,2.01E+11,40440,0.508714869,53.453
EU,Europe,IRL,Ireland,2014,Male,399,2.67839162,16.87082142,17.42034015,4657740,2.60E+11,55752.76498,2.17E+11,43260,0.182542317,54.426
EU,Europe,IRL,Ireland,2014,Female,87,0.60606061,3.61467782,3.72363602,4657740,2.60E+11,55752.76498,2.17E+11,43260,0.182542317,54.426
AS,Asia,ISR,Israel,1997,Male,301,1.62614803,10.82819651,10.46810879,5836000,1.19E+11,20366.58291,1.15E+11,21530,8.969575201,55.08
AS,Asia,ISR,Israel,1997,Female,78,0.44328256,2.42071638,2.64093448,5836000,1.19E+11,20366.58291,1.15E+11,21530,8.969575201,55.08
AS,Asia,ISR,Israel,1998,Male,239,1.26770275,8.45254909,8.11379685,5971000,1.20E+11,20106.63075,1.16E+11,22140,5.491900435,53.952
AS,Asia,ISR,Israel,1998,Female,79,0.43646409,2.55549141,2.61148392,5971000,1.20E+11,20106.63075,1.16E+11,22140,5.491900435,53.952
AS,Asia,ISR,Israel,1999,Male,297,1.57676789,10.256143,9.82890426,6125000,1.21E+11,19742.52039,1.17E+11,22390,5.18102372,53.976
AS,Asia,ISR,Israel,1999,Female,71,0.38471959,2.1408756,2.28773965,6125000,1.21E+11,19742.52039,1.17E+11,22390,5.18102372,53.976
AS,Asia,ISR,Israel,2000,Male,307,1.60221283,10.15160264,9.89549455,6289000,1.36E+11,21630.74761,1.26E+11,24170,1.03264095,54.54
AS,Asia,ISR,Israel,2000,Female,87,0.46958493,2.61790335,2.730025,6289000,1.36E+11,21630.74761,1.26E+11,24170,1.03264095,54.54
AS,Asia,ISR,Israel,2001,Male,323,1.69982107,10.45698202,10.16825791,6439000,1.35E+11,20909.43036,1.28E+11,24700,1.151315789,54.087
AS,Asia,ISR,Israel,2001,Female,75,0.41242783,2.14440135,2.29885762,6439000,1.35E+11,20909.43036,1.28E+11,24700,1.151315789,54.087
AS,Asia,ISR,Israel,2002,Male,291,1.50605527,9.31830838,8.97667037,6570000,1.25E+11,19035.10241,1.26E+11,25120,5.772357724,52.754
AS,Asia,ISR,Israel,2002,Female,91,0.47947732,2.67271337,2.73419384,6570000,1.25E+11,19035.10241,1.26E+11,25120,5.772357724,52.754
AS,Asia,ISR,Israel,2003,Male,345,1.78460583,10.95198621,10.4486926,6689700,1.31E+11,19627.17549,1.29E+11,23790,0.702756122,52.655
AS,Asia,ISR,Israel,2003,Female,72,0.37840963,2.0556875,2.12520968,6689700,1.31E+11,19627.17549,1.29E+11,23790,0.702756122,52.655
AS,Asia,ISR,Israel,2004,Male,320,1.68429917,9.82775439,9.51823456,6809000,1.40E+11,20557.07863,1.41E+11,25310,-0.381637771,53.373
AS,Asia,ISR,Israel,2004,Female,91,0.48512635,2.57214329,2.63997717,6809000,1.40E+11,20557.07863,1.41E+11,25310,-0.381637771,53.373
EU,Europe,GRC,Greece,1991,Male,297,0.59275521,4.97984708,5.87744518,10319927,1.05E+11,10188.36978,,,19.45584564,45.433
EU,Europe,GRC,Greece,1991,Female,84,0.18505056,1.28754093,1.61443272,10319927,1.05E+11,10188.36978,,,19.45584564,45.433
EU,Europe,GRC,Greece,1992,Male,279,0.5410332,4.56675149,5.45146642,10399061,1.16E+11,11176.45842,,,15.87707379,45.437
EU,Europe,GRC,Greece,1992,Female,72,0.15429784,1.08590584,1.37092224,10399061,1.16E+11,11176.45842,,,15.87707379,45.437
AS,Asia,ISR,Israel,2005,Male,304,1.57276631,9.10810772,8.88075599,6930100,1.47E+11,21223.93559,1.54E+11,25410,1.313485114,54.792
AS,Asia,ISR,Israel,2005,Female,121,0.6183565,3.24115527,3.4502468,6930100,1.47E+11,21223.93559,1.54E+11,25410,1.313485114,54.792
EU,Europe,GRC,Greece,1993,Male,308,0.60228006,5.12356184,5.95519374,10460415,1.09E+11,10401.98301,,,14.41126444,44.851
EU,Europe,GRC,Greece,1993,Female,104,0.2247191,1.53890894,1.96464471,10460415,1.09E+11,10401.98301,,,14.41126444,44.851
EU,Europe,GRC,Greece,1994,Male,281,0.54697993,4.60383398,5.38286231,10512922,1.17E+11,11091.28385,,,10.87407568,45.616
EU,Europe,GRC,Greece,1994,Female,74,0.15936598,1.02713296,1.38764891,10512922,1.17E+11,11091.28385,,,10.87407568,45.616
AS,Asia,ISR,Israel,2006,Male,279,1.46280082,8.31814617,8.00458815,7053700,1.59E+11,22494.64209,1.63E+11,26240,2.063526361,55.556
AS,Asia,ISR,Israel,2006,Female,88,0.45149043,2.42929863,2.46622532,7053700,1.59E+11,22494.64209,1.63E+11,26240,2.063526361,55.556
EU,Europe,GRC,Greece,1995,Male,306,0.57899716,4.98123533,5.81300034,10562153,1.37E+11,12959.32429,,,8.93451416,45.828
EU,Europe,GRC,Greece,1995,Female,64,0.13528367,0.96529333,1.19173354,10562153,1.37E+11,12959.32429,,,8.93451416,45.828
EU,Europe,GRC,Greece,1996,Male,294,0.55208157,4.70752561,5.5436867,10608800,1.46E+11,13749.11511,,,8.194552176,46.274
EU,Europe,GRC,Greece,1996,Female,62,0.13056205,0.86164722,1.14691203,10608800,1.46E+11,13749.11511,,,8.194552176,46.274
AS,Asia,ISR,Israel,2007,Male,263,1.32767934,7.6621651,7.41008719,7180100,1.84E+11,25633.64322,1.77E+11,28140,0.455170954,56.882
AS,Asia,ISR,Israel,2007,Female,63,0.31282586,1.69936175,1.73510748,7180100,1.84E+11,25633.64322,1.77E+11,28140,0.455170954,56.882
EU,Europe,GRC,Greece,1997,Male,319,0.60706402,5.20903442,5.97626617,10661259,1.43E+11,13427.83251,,,5.536002668,46.043
EU,Europe,GRC,Greece,1997,Female,55,0.11655012,0.79265148,1.01126178,10661259,1.43E+11,13427.83251,,,5.536002668,46.043
EU,Europe,GRC,Greece,1998,Male,315,0.58728117,4.83774303,5.86939752,10720509,1.44E+11,13472.13761,,,4.766225724,46.099
EU,Europe,GRC,Greece,1998,Female,88,0.17947829,1.31880771,1.60933708,10720509,1.44E+11,13472.13761,,,4.766225724,46.099
AS,Asia,ISR,Israel,2008,Male,294,1.50807899,8.25782683,8.13474907,7308800,2.21E+11,30173.36159,1.97E+11,27460,4.552160169,57.974
AS,Asia,ISR,Israel,2008,Female,60,0.30385901,1.5289125,1.62396056,7308800,2.21E+11,30173.36159,1.97E+11,27460,4.552160169,57.974
EU,Europe,GRC,Greece,1999,Male,296,0.54600457,4.62867381,5.49177245,10761698,1.43E+11,13249.66332,,,2.63663306,45.987
EU,Europe,GRC,Greece,1999,Female,85,0.1731443,1.22145445,1.54750119,10761698,1.43E+11,13249.66332,,,2.63663306,45.987
EU,Europe,GRC,Greece,2000,Male,298,0.53769261,4.64384659,5.51234979,10805808,1.30E+11,12072.92936,,,3.151181625,46.277
EU,Europe,GRC,Greece,2000,Female,84,0.16885101,1.22900079,1.52410978,10805808,1.30E+11,12072.92936,,,3.151181625,46.277
AS,Asia,ISR,Israel,2009,Male,310,1.62099979,8.57732923,8.37524558,7485600,2.12E+11,28317.04084,2.10E+11,27310,3.35617819,56.878
AS,Asia,ISR,Israel,2009,Female,94,0.48276925,2.46763288,2.48402494,7485600,2.12E+11,28317.04084,2.10E+11,27310,3.35617819,56.878
EU,Europe,GRC,Greece,2001,Male,286,0.53107533,4.37257917,5.27573753,10862132,1.36E+11,12549.03689,,,3.373968322,45.888
EU,Europe,GRC,Greece,2001,Female,48,0.09855049,0.68717237,0.86816389,10862132,1.36E+11,12549.03689,,,3.373968322,45.888
EU,Europe,GRC,Greece,2002,Male,257,0.47237437,3.75316025,4.72484489,10902022,1.55E+11,14177.57216,,,3.629358719,46.297
EU,Europe,GRC,Greece,2002,Female,66,0.1333091,0.88948796,1.18956921,10902022,1.55E+11,14177.57216,,,3.629358719,46.297
AS,Asia,GEO,Georgia,1991,Male,123,0.52460974,4.78120414,4.7541744,4835900,6400000000,1323.435141,,,,64.449
AS,Asia,GEO,Georgia,1991,Female,51,0.2214599,1.58216503,1.77505525,4835900,6400000000,1323.435141,,,,64.449
AS,Asia,ISR,Israel,2010,Male,394,2.00621213,10.66857197,10.44726768,7623600,2.38E+11,31266.60532,2.31E+11,28830,2.691370063,57.896
AS,Asia,ISR,Israel,2010,Female,86,0.43480459,2.20511031,2.23246734,7623600,2.38E+11,31266.60532,2.31E+11,28830,2.691370063,57.896
AS,Asia,GEO,Georgia,1992,Male,151,0.6431279,5.88615909,5.89728569,4873500,3730000000,765.3637017,3652716522,2580,,63.155
AS,Asia,GEO,Georgia,1992,Female,53,0.22839905,1.66344984,1.86219739,4873500,3730000000,765.3637017,3652716522,2580,,63.155
EU,Europe,GRC,Greece,2003,Male,306,0.55695097,4.56721499,5.60799458,10928070,2.02E+11,18518.37884,,,3.530650278,46.866
EU,Europe,GRC,Greece,2003,Female,69,0.13639868,1.04837378,1.23943872,10928070,2.02E+11,18518.37884,,,3.530650278,46.866
AS,Asia,GEO,Georgia,1994,Male,90,0.4282859,3.72843568,3.91244811,4836076,2514070772,519.8575812,2477662573,1700,,62.294
AS,Asia,GEO,Georgia,1994,Female,33,0.16033427,1.05042274,1.28820705,4836076,2514070772,519.8575812,2477662573,1700,,62.294
EU,Europe,GRC,Greece,2004,Male,285,0.51739162,4.16286985,5.20497654,10955141,2.41E+11,21995.47794,,,2.898848108,46.961
EU,Europe,GRC,Greece,2004,Female,68,0.13638734,0.93838332,1.21728415,10955141,2.41E+11,21995.47794,,,2.898848108,46.961
AS,Asia,ISR,Israel,2011,Male,322,1.60526447,8.4548123,8.38296945,7765800,2.67E+11,34354.71612,2.52E+11,30820,3.484949198,58.539
AS,Asia,ISR,Israel,2011,Female,87,0.42214566,2.16744234,2.21672373,7765800,2.67E+11,34354.71612,2.52E+11,30820,3.484949198,58.539
EU,Europe,GRC,Greece,2005,Male,321,0.57905655,4.51760878,5.83915369,10987314,2.48E+11,22560.14729,,,3.545072733,47.315
EU,Europe,GRC,Greece,2005,Female,79,0.15909457,1.19960643,1.40906442,10987314,2.48E+11,22560.14729,,,3.545072733,47.315
AS,Asia,ISR,Israel,2012,Male,349,1.68696829,9.12908,8.9118704,7910500,2.62E+11,33156.22832,2.62E+11,31580,1.679207194,60.848
AS,Asia,ISR,Israel,2012,Female,81,0.38227382,1.97768018,2.0278389,7910500,2.62E+11,33156.22832,2.62E+11,31580,1.679207194,60.848
AS,Asia,ISR,Israel,2013,Male,291,1.42096782,7.40088488,7.29077203,8059500,2.98E+11,36941.84236,2.83E+11,34040,1.570255392,61.112
AS,Asia,ISR,Israel,2013,Female,81,0.38571429,1.90874798,1.99109686,8059500,2.98E+11,36941.84236,2.83E+11,34040,1.570255392,61.112
AS,Asia,ISR,Israel,2014,Male,294,1.39840183,7.42393835,7.22310895,8215700,3.14E+11,38259.6811,3.01E+11,34510,0.479786761,61.821
AS,Asia,ISR,Israel,2014,Female,88,0.41615436,2.03352273,2.12283596,8215700,3.14E+11,38259.6811,3.01E+11,34510,0.479786761,61.821
EU,Europe,ITA,Italy,1991,Male,3206,1.11433586,9.38034735,11.52801999,56758521,1.25E+12,21956.52977,1.16E+12,19270,6.249999298,45.57
EU,Europe,ITA,Italy,1991,Female,1247,0.46857151,3.15273207,4.23556105,56758521,1.25E+12,21956.52977,1.16E+12,19270,6.249999298,45.57
EU,Europe,ITA,Italy,1992,Male,3339,1.17865501,9.86236363,12.11803906,56797087,1.32E+12,23243.47453,1.30E+12,19820,5.270589986,44.134
EU,Europe,ITA,Italy,1992,Female,1204,0.45709773,3.06364761,4.1206121,56797087,1.32E+12,23243.47453,1.30E+12,19820,5.270589986,44.134
EU,Europe,GRC,Greece,2015,Male,422,0.68119451,6.05443423,8.04369518,10820883,1.96E+11,18083.87791,2.18E+11,26740,-1.735888048,38.577
EU,Europe,GRC,Greece,2015,Female,107,0.17972621,1.49320299,1.91941369,10820883,1.96E+11,18083.87791,2.18E+11,26740,-1.735888048,38.577
EU,Europe,GRC,Greece,2016,Male,404,0.66631482,5.62803151,7.73538993,10775971,1.93E+11,17923.96681,2.01E+11,27380,-0.825653978,39.261
EU,Europe,GRC,Greece,2016,Female,81,0.13888889,1.18215932,1.45860795,10775971,1.93E+11,17923.96681,2.01E+11,27380,-0.825653978,39.261
EU,Europe,ITA,Italy,1993,Male,3516,1.23342887,10.31448754,12.75204142,56831821,1.06E+12,18738.7639,1.23E+12,20150,4.626734683,43.261
EU,Europe,ITA,Italy,1993,Female,1181,0.44181575,2.9629841,4.0377181,56831821,1.06E+12,18738.7639,1.23E+12,20150,4.626734683,43.261
EU,Europe,GRC,Greece,2017,Male,420,0.66475681,6.02351506,8.05263355,10754679,2.00E+11,18582.08934,1.93E+11,28460,1.12125452,40.214
EU,Europe,GRC,Greece,2017,Female,103,0.16791379,1.39082987,1.85953606,10754679,2.00E+11,18582.08934,1.93E+11,28460,1.12125452,40.214
EU,Europe,GRC,Greece,2018,Male,446,0.7258642,6.32187256,8.56181148,10732882,2.12E+11,19756.99046,2.05E+11,29290,0.625621413,41.165
EU,Europe,GRC,Greece,2018,Female,121,0.20536669,1.75117886,2.19055274,10732882,2.12E+11,19756.99046,2.05E+11,29290,0.625621413,41.165
EU,Europe,ITA,Italy,1994,Male,3411,1.1907962,9.94971941,12.36927631,56843400,1.10E+12,19337.6309,1.19E+12,20990,4.051842181,42.392
EU,Europe,ITA,Italy,1994,Female,1125,0.41685502,2.84302745,3.84405099,56843400,1.10E+12,19337.6309,1.19E+12,20990,4.051842181,42.392
EU,Europe,GRC,Greece,2019,Male,438,0.69381742,6.24024317,8.40388858,10721582,2.05E+11,19143.88762,2.11E+11,30880,0.253007522,42.28
EU,Europe,GRC,Greece,2019,Female,92,0.14865804,1.37779877,1.66978935,10721582,2.05E+11,19143.88762,2.11E+11,30880,0.253007522,42.28
EU,Europe,GRC,Greece,2020,Male,376,0.56789862,5.27361175,7.22277834,10698599,1.88E+11,17617.29151,1.92E+11,28240,-1.247983556,42.128
EU,Europe,GRC,Greece,2020,Female,88,0.13566011,1.26997198,1.60208679,10698599,1.88E+11,17617.29151,1.92E+11,28240,-1.247983556,42.128
EU,Europe,ITA,Italy,1995,Male,3430,1.19764243,9.91396443,12.44152709,56844303,1.17E+12,20664.55227,1.18E+12,22120,5.23542258,41.758
EU,Europe,ITA,Italy,1995,Female,1139,0.421393,2.82917699,3.89063258,56844303,1.17E+12,20664.55227,1.18E+12,22120,5.23542258,41.758
EU,Europe,ITA,Italy,1996,Male,3458,1.21738273,10.01251757,12.54703596,56860281,1.31E+12,23081.60468,1.24E+12,22840,4.00697669,41.796
EU,Europe,ITA,Italy,1996,Female,1231,0.45504281,3.05639449,4.20367463,56860281,1.31E+12,23081.60468,1.24E+12,22840,4.00697669,41.796
EU,Europe,ITA,Italy,1997,Male,3547,1.2447361,10.06849019,12.86693902,56890372,1.24E+12,21829.34582,1.27E+12,23770,2.043107798,41.783
EU,Europe,ITA,Italy,1997,Female,1147,0.41520813,2.87544633,3.9133949,56890372,1.24E+12,21829.34582,1.27E+12,23770,2.043107798,41.783
EU,Europe,ITA,Italy,1998,Male,3448,1.18702943,9.7035161,12.50563171,56906744,1.27E+12,22318.1373,1.26E+12,24880,1.955085577,41.971
EU,Europe,ITA,Italy,1998,Female,1056,0.3721481,2.61605717,3.60006533,56906744,1.27E+12,22318.1373,1.26E+12,24880,1.955085577,41.971
EU,Europe,ITA,Italy,1999,Male,3105,1.08604027,8.71235882,11.26479607,56916317,1.25E+12,22005.05454,1.25E+12,25550,1.66345995,42.42
EU,Europe,ITA,Italy,1999,Female,1010,0.35835935,2.5226971,3.44177057,56916317,1.25E+12,22005.05454,1.25E+12,25550,1.66345995,42.42
EU,Europe,ITA,Italy,2000,Male,3062,1.09078991,8.6312321,11.10910036,56942108,1.15E+12,20137.59122,1.25E+12,26970,2.537685321,42.918
EU,Europe,ITA,Italy,2000,Female,1046,0.37436428,2.56718681,3.56260526,56942108,1.15E+12,20137.59122,1.25E+12,26970,2.537685321,42.918
EU,Europe,ITA,Italy,2001,Male,3050,1.09306459,8.5309726,11.06021157,56974100,1.17E+12,20500.9544,1.21E+12,27950,2.785165427,43.654
EU,Europe,ITA,Italy,2001,Female,980,0.3526956,2.38630541,3.33510684,56974100,1.17E+12,20500.9544,1.21E+12,27950,2.785165427,43.654
EU,Europe,ITA,Italy,2002,Male,3145,1.12604549,8.7256824,11.36333561,57059007,1.28E+12,22376.2979,1.19E+12,28610,2.465323192,44.269
EU,Europe,ITA,Italy,2002,Female,924,0.32871566,2.27067409,3.1342567,57059007,1.28E+12,22376.2979,1.19E+12,28610,2.465323192,44.269
EU,Europe,ITA,Italy,2003,Male,3078,1.06201652,8.37561709,11.0253757,57313203,1.58E+12,27526.32246,1.34E+12,29060,2.672555528,44.872
EU,Europe,ITA,Italy,2003,Female,997,0.33336566,2.39322939,3.35834498,57313203,1.58E+12,27526.32246,1.34E+12,29060,2.672555528,44.872
EU,Europe,ITA,Italy,2004,Male,3048,1.11703999,8.20745877,10.90717571,57685327,1.81E+12,31317.20079,1.64E+12,29510,2.206736614,45.77
EU,Europe,ITA,Italy,2004,Female,940,0.34535081,2.28160903,3.16068155,57685327,1.81E+12,31317.20079,1.64E+12,29510,2.206736614,45.77
EU,Europe,ITA,Italy,2005,Male,2804,0.99893836,7.55744992,9.98170472,57969484,1.86E+12,32055.09208,1.88E+12,30180,1.985292985,45.314
EU,Europe,ITA,Italy,2005,Female,939,0.32646108,2.22905361,3.14277117,57969484,1.86E+12,32055.09208,1.88E+12,30180,1.985292985,45.314
EU,Europe,ITA,Italy,2006,Male,2842,1.02828322,7.33504644,9.9291944,58143979,1.95E+12,33529.7266,1.99E+12,32580,2.09084391,45.752
EU,Europe,ITA,Italy,2006,Female,859,0.30436061,2.06901403,2.83322237,58143979,1.95E+12,33529.7266,1.99E+12,32580,2.09084391,45.752
EU,Europe,ITA,Italy,2007,Male,2893,1.03008357,7.47729012,10.03326132,58438310,2.21E+12,37870.74751,2.10E+12,34170,1.829741122,45.786
EU,Europe,ITA,Italy,2007,Female,864,0.29586001,2.02788078,2.82896593,58438310,2.21E+12,37870.74751,2.10E+12,34170,1.829741122,45.786
EU,Europe,ITA,Italy,2008,Male,2999,1.05588553,7.6991993,10.32319447,58826731,2.41E+12,40944.91242,2.23E+12,35200,3.347832584,45.8
EU,Europe,ITA,Italy,2008,Female,907,0.30493237,2.14269868,2.94661392,58826731,2.41E+12,40944.91242,2.23E+12,35200,3.347832584,45.8
EU,Europe,ITA,Italy,2009,Male,3094,1.07948182,7.76989937,10.58866945,59095365,2.20E+12,37226.75719,2.24E+12,34580,0.774768131,44.723
EU,Europe,ITA,Italy,2009,Female,881,0.2918968,2.07247454,2.84443262,59095365,2.20E+12,37226.75719,2.24E+12,34580,0.774768131,44.723
EU,Europe,ITA,Italy,2010,Male,3128,1.09728205,7.85712987,10.65745782,59277417,2.14E+12,36035.645,2.25E+12,35080,1.525516021,44.17
EU,Europe,ITA,Italy,2010,Female,861,0.28743403,1.96263023,2.76555006,59277417,2.14E+12,36035.645,2.25E+12,35080,1.525516021,44.17
EU,Europe,ITA,Italy,2011,Male,3293,1.14133411,8.37528949,11.46550457,59379449,2.29E+12,38649.63948,2.25E+12,36510,2.780632729,44.115
EU,Europe,ITA,Italy,2011,Female,863,0.28236664,2.01063808,2.81487748,59379449,2.29E+12,38649.63948,2.25E+12,36510,2.780632729,44.115
EU,Europe,ITA,Italy,2012,Male,3325,1.12395253,8.57367384,11.54189173,59539717,2.09E+12,35051.52127,2.16E+12,36440,3.041363332,43.853
EU,Europe,ITA,Italy,2012,Female,933,0.29368345,2.16216712,3.03596076,59539717,2.09E+12,35051.52127,2.16E+12,36440,3.041363332,43.853
EU,Europe,ITA,Italy,2013,Male,3323,1.14421676,8.36052359,11.38517415,60233948,2.14E+12,35560.08141,2.14E+12,36250,1.219993423,42.862
EU,Europe,ITA,Italy,2013,Female,968,0.31298399,2.23960887,3.11786693,60233948,2.14E+12,35560.08141,2.14E+12,36250,1.219993423,42.862
EU,Europe,ITA,Italy,2014,Male,3215,1.10938578,7.91306176,10.90086328,60789140,2.16E+12,35565.72138,2.12E+12,36200,0.24104743,42.839
EU,Europe,ITA,Italy,2014,Female,932,0.30174507,2.23138898,2.97801037,60789140,2.16E+12,35565.72138,2.12E+12,36200,0.24104743,42.839
NAC,North America and the Caribbean,JAM,Jamaica,1991,Male,1,0.01815541,0.12271334,0.08311011,2411867,4106207649,1702.501692,4226028119,4630,51.07109773,66.39
NAC,North America and the Caribbean,JAM,Jamaica,1991,Female,0,0,0,0,2411867,4106207649,1702.501692,4226028119,4630,51.07109773,66.39
NAC,North America and the Caribbean,JAM,Jamaica,2000,Male,3,0.03658537,0.29747561,0.22720904,2612205,9005064475,3447.303896,8598297980,6200,8.171083561,62.181
NAC,North America and the Caribbean,JAM,Jamaica,2000,Female,0,0,0,0,2612205,9005064475,3447.303896,8598297980,6200,8.171083561,62.181
NAC,North America and the Caribbean,JAM,Jamaica,2001,Male,4,0.0481232,0.35665149,0.30079078,2625405,9194727831,3502.213118,8661083975,6340,6.801909308,61.689
NAC,North America and the Caribbean,JAM,Jamaica,2001,Female,1,0.01298533,0.07285003,0.07435619,2625405,9194727831,3502.213118,8661083975,6340,6.801909308,61.689
NAC,North America and the Caribbean,JAM,Jamaica,2002,Male,2,0.0257566,0.15525858,0.14952265,2638244,9719009495,3683.893338,8772091617,6430,7.076350093,61.329
NAC,North America and the Caribbean,JAM,Jamaica,2002,Female,0,0,0,0,2638244,9719009495,3683.893338,8772091617,6430,7.076350093,61.329
CSA,Central and South America,GTM,Guatemala,2013,Male,339,0.78435909,5.18989551,4.42131911,15043981,52996446269,3522.767429,50804424134,7270,4.343371313,58.401
CSA,Central and South America,GTM,Guatemala,2013,Female,127,0.38002334,1.44657148,1.60183118,15043981,52996446269,3522.767429,50804424134,7270,4.343371313,58.401
CSA,Central and South America,GTM,Guatemala,2014,Male,371,0.84683862,5.75614856,4.73778771,15306316,57852153059,3779.626205,54279118364,7560,3.418361697,59.078
CSA,Central and South America,GTM,Guatemala,2014,Female,160,0.47062976,1.84542302,1.97712003,15306316,57852153059,3779.626205,54279118364,7560,3.418361697,59.078
CSA,Central and South America,GTM,Guatemala,2015,Male,362,0.79537714,5.13729972,4.52782989,15567419,62186064719,3994.629085,57670069913,8000,2.388720328,59.079
CSA,Central and South America,GTM,Guatemala,2015,Female,152,0.42982779,1.71186981,1.84076755,15567419,62186064719,3994.629085,57670069913,8000,2.388720328,59.079
CSA,Central and South America,GTM,Guatemala,2016,Male,410,0.88616076,5.72235437,5.0243374,15827690,66053403469,4173.281349,61233780866,8040,4.448441999,59.124
CSA,Central and South America,GTM,Guatemala,2016,Female,148,0.40773596,1.66445358,1.7571356,15827690,66053403469,4173.281349,61233780866,8040,4.448441999,59.124
NAC,North America and the Caribbean,JAM,Jamaica,2003,Male,1,0.01328904,0.07694643,0.0743912,2651027,9430234811,3557.200591,9308287899,6780,10.08695652,61.02
NAC,North America and the Caribbean,JAM,Jamaica,2003,Female,1,0.01411831,0.07122993,0.07324972,2651027,9430234811,3557.200591,9308287899,6780,10.08695652,61.02
CSA,Central and South America,GTM,Guatemala,2017,Male,404,0.8835236,5.35598557,4.85207594,16087418,71653754066,4454.024509,65897808308,8150,4.424536552,59.441
CSA,Central and South America,GTM,Guatemala,2017,Female,131,0.36388889,1.42562051,1.52526952,16087418,71653754066,4454.024509,65897808308,8150,4.424536552,59.441
CSA,Central and South America,GTM,Guatemala,2018,Male,432,0.94356107,5.71068581,5.08656821,16346950,73328365862,4485.752135,71991564331,8500,3.751861867,59.121
CSA,Central and South America,GTM,Guatemala,2018,Female,151,0.40496688,1.63270131,1.72474862,16346950,73328365862,4485.752135,71991564331,8500,3.751861867,59.121
NAC,North America and the Caribbean,JAM,Jamaica,2004,Male,1,0.0137817,0.1020979,0.07403678,2664024,10174664854,3819.284231,9955574838,7040,13.55450237,60.961
NAC,North America and the Caribbean,JAM,Jamaica,2004,Female,0,0,0,0,2664024,10174664854,3819.284231,9955574838,7040,13.55450237,60.961
CSA,Central and South America,GTM,Guatemala,2019,Male,485,1.03187098,6.13056602,5.60049423,16604026,77172317259,4647.807541,76754526650,8880,3.69998398,57.874
CSA,Central and South America,GTM,Guatemala,2019,Female,157,0.40675683,1.61380533,1.75978863,16604026,77172317259,4647.807541,76754526650,8880,3.69998398,57.874
CSA,Central and South America,GTM,Guatemala,2020,Male,406,0.7357205,5.10902334,4.59946739,16858333,77715183063,4609.897258,75708158314,8700,3.214440622,55.952
CSA,Central and South America,GTM,Guatemala,2020,Female,169,0.41404317,1.78136968,1.85950136,16858333,77715183063,4609.897258,75708158314,8700,3.214440622,55.952
NAC,North America and the Caribbean,JAM,Jamaica,2005,Male,48,0.49859769,3.4550729,3.53580221,2676863,11243865778,4200.388954,10400134914,7270,15.05286589,60.772
NAC,North America and the Caribbean,JAM,Jamaica,2005,Female,10,0.12987013,0.58527916,0.72334928,2676863,11243865778,4200.388954,10400134914,7270,15.05286589,60.772
CSA,Central and South America,GTM,Guatemala,2021,Male,532,0.79461098,6.53692862,5.914871,17109746,86053083476,5029.477555,84375528513,9610,4.261051274,57.667
CSA,Central and South America,GTM,Guatemala,2021,Female,183,0.35524323,1.87251924,1.97718373,17109746,86053083476,5029.477555,84375528513,9610,4.261051274,57.667
NAC,North America and the Caribbean,JAM,Jamaica,2006,Male,0,0,0,0,2689660,11930179090,4435.571444,11251206384,7740,8.561064087,60.567
NAC,North America and the Caribbean,JAM,Jamaica,2006,Female,0,0,0,0,2689660,11930179090,4435.571444,11251206384,7740,8.561064087,60.567
NAC,North America and the Caribbean,JAM,Jamaica,2009,Male,33,0.34278591,2.45257083,2.37521827,2722401,12120458115,4452.120799,12093691210,7730,9.592245989,57.607
NAC,North America and the Caribbean,JAM,Jamaica,2009,Female,3,0.03978252,0.22434275,0.21329648,2722401,12120458115,4452.120799,12093691210,7730,9.592245989,57.607
NAC,North America and the Caribbean,JAM,Jamaica,2010,Male,3,0.03697313,0.22138132,0.21466721,2733896,13220549908,4835.791087,12344214751,7820,12.610552,55.858
NAC,North America and the Caribbean,JAM,Jamaica,2010,Female,0,0,0,0,2733896,13220549908,4835.791087,12344214751,7820,12.610552,55.858
NAC,North America and the Caribbean,JAM,Jamaica,2011,Male,44,0.47490556,3.23052888,3.13040484,2746169,14444661522,5259.931753,12978185191,8100,7.555856466,55.973
NAC,North America and the Caribbean,JAM,Jamaica,2011,Female,6,0.07836991,0.40654322,0.42242722,2746169,14444661522,5259.931753,12978185191,8100,7.555856466,55.973
CSA,Central and South America,GUY,Guyana,2015,Male,159,4.68611848,44.07897666,41.43678805,755031,4279840194,5668.429765,4197321444,11450,-1.001734328,47.362
CSA,Central and South America,GUY,Guyana,2015,Female,63,2.64594708,16.72783938,16.41839277,755031,4279840194,5668.429765,4197321444,11450,-1.001734328,47.362
CSA,Central and South America,GUY,Guyana,2016,Male,161,5.53454795,43.16061669,41.68155294,759087,4482697337,5905.380196,4319882556,11470,0.836008062,47.06
CSA,Central and South America,GUY,Guyana,2016,Female,46,2.22868217,11.8327952,11.94491835,759087,4482697337,5905.380196,4319882556,11470,0.836008062,47.06
